American Action Forum,Right-Center,Mostly Factual,United States,High Credibility,Organization/Foundation,Minimal Traffic,58
American Action News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Medium Traffic,38
American Affairs Journal,Right-Center,High,United States,High Credibility,Journal,Medium Traffic,49
American Bridge 21st Century,Left,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,55
American Catholic Tribine,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
American Consequences,Right,Mixed,United States,Medium Credibility,,Minimal Traffic,35
American Conservative Movement (ACM),Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,
American Digital News,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,30
Center of the American Experiment,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,
American Firearms Institute,Right-Center,High,United States,High Credibility,Website Only,Medium Traffic,33
American Free Press,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Minimal Traffic,70
American Gulag,Questionable Sources,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,
American Heritage,Least Biased,High,United States,High Credibility,Website Only,Minimal Traffic,65
American Immigration Council,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,63
The American Independent,Left,Mixed,United States,Medium Credibility,Organization/Foundation,Medium Traffic,62
American Journal Daily,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,
American Liberty Report,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,28
American Lookout,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,46
American Military News,Right-Center,Mostly Factual,United States,High Credibility,Newspaper,Medium Traffic,60
The American Mind,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,47
American Oversight,Left,Mostly Factual,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,0
American Partisan,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,
American Patriot Daily,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,36
American People Daily,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,22
American Policy Center,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,
American Press Institute (API),Least Biased,Very High,United States,High Credibility,Organization/Foundation,Minimal Traffic,64
American Principles Project,Questionable Sources,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,51
Center for American Progress,Left,Mixed,United States,Medium Credibility,Organization/Foundation,Medium Traffic,88
American Public Media,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,45
American Purpose,Left-Center,High,United States,High Credibility,Website Only,Medium Traffic,
American Scientist,Pro-Science,Very High,United States,High Credibility,Magazine,Minimal Traffic,72
Americans for Prosperity,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,75
Americans for Truth,Questionable Sources,Very Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,63
American Thinker,Questionable Sources,Low,United States,Low Credibility,Website Only,High Traffic,83
America Out Loud,Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,
America Rising PAC,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,50
Americas Freedom Fighters,Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,44
America's Frontline Doctors,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Medium Traffic,31
America's Last Line of Defense,Satire,,United States,N/A,Website Only,Minimal Traffic,39
America's News Source,Questionable Sources,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,13
Americas Quarterly,Right-Center,High,United States,High Credibility,Magazine,Medium Traffic,64
Real America's Voice,Right,Mixed,United States,Medium Credibility,TV Station,High Traffic,
America's Voice,Left,Mostly Factual,United States,High Credibility,Organization/Foundation,Minimal Traffic,63
Americus Times-Recorder,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Ames Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Ames Tribune,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
American Media Group - AMG-News,Conspiracy-Pseudoscience,Very Low,Romania,Low Credibility,Website Only,Medium Traffic,0
American Greatness,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,57
Ami Magazine,Right,Mostly Factual,United States,Medium Credibility,Magazine,Medium Traffic,36
Ammoland,Right,Mostly Factual,United States,High Credibility,Website Only,Medium Traffic,76
Amnesty International,Left-Center,High,United Kingdom,High Credibility,Organization/Foundation,Medium Traffic,92
Danville Advocate-Messenger,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
AM New York,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,82
Amoskeag Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
American Renaissance Magazine,Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,72
Alternative Media Television (AMTV),Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Minimal Traffic,45
In Homeland Security,Right-Center,High,United States,High Credibility,Website Only,Minimal Traffic,47
Analyzing America,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Medium Traffic,25
Young Conservatives,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Medium Traffic,26
Anchorage Press,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Ancient Code,Conspiracy-Pseudoscience,Mixed,Unknown or Invalid Region,Low Credibility,Website Only,Minimal Traffic,68
Ancient Origins,Conspiracy-Pseudoscience,Mixed,Ireland,Low Credibility,Website Only,Medium Traffic,71
Andalusia Star News,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Anderson Reporter,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Amdover Advertiser,Least Biased,High,United Kingdom,High Credibility,Newspaper,Minimal Traffic,
Andover Townsman,Left-Center,,United States,High Credibility,Newspaper,Minimal Traffic,
Anewspost.com,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Angry White Men,Left,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,38
Angus Reid Institute,Right-Center,High,Canada,High Credibility,Organization/Foundation,Minimal Traffic,0
Alliance for Natural Health (ANH-USA),Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Organization/Foundation,Minimal Traffic,63
Ann Arbor Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Anne Arundel Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Anniston Star,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,67
Anoka Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
We are Anonymous/AnonHQ,Conspiracy-Pseudoscience,Very Low,Unknown or Invalid Region,Low Credibility,Website Only,Medium Traffic,66
Anonymous Wire,Questionable Sources,Low,Unknown or Invalid Region,Low Credibility,Website Only,Minimal Traffic,
Agenzia Nazionale Stampa Associata (ANSA),Least Biased,High,Italy,High Credibility,News Agency,High Traffic,94
Answers in Genesis,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Medium Traffic,88
Antelope Valley Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,4
Anthropocene Magazine,Left-Center,High,United States,High Credibility,Magazine,Minimal Traffic,47
Canadian Anti-Hate Network,Left,High,Canada,High Credibility,Organization/Foundation,Minimal Traffic,
Anti-War,Right-Center,Mostly Factual,United States,Medium Credibility,Website Only,Minimal Traffic,78
Anya Vien,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,
AOL,Left-Center,High,United States,High Credibility,Website Only,High Traffic,97
American Psychological Association,Pro-Science,Very High,United States,High Credibility,Organization/Foundation,High Traffic,93
APM Reports,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,56
Associated Press,Least Biased,High,United States,High Credibility,News Agency,High Traffic,95
Apost.com,Conspiracy-Pseudoscience,Mixed,Germany,Low Credibility,Website Only,Medium Traffic,42
The Asbury Park Press,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,0
Apple News,Left-Center,Mostly Factual,United States,High Credibility,Website Only,High Traffic,
Apple Daily,Right-Center,Mostly Factual,Hong Kong SAR China,High Credibility,Newspaper,High Traffic,
WAPR - NPR - Selma,Left-Center,High,United States,High Credibility,Radio Station,Minimal Traffic,
WQPR - NPR - Muscle Shoals,Left-Center,High,United States,High Credibility,Radio Station,Minimal Traffic,
American Physical Society (APS),Pro-Science,Very High,United States,High Credibility,Organization/Foundation,Medium Traffic,88
News Source,Bias,Reporting,Country,Credibility,Media Type,Traffic,Popularity Estimate
American Psychoanalytic Association,Pro-Science,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,58
APTN National News,Left-Center,High,Canada,High Credibility,TV Station,Medium Traffic,0
Arab News,Questionable Sources,Mixed,Saudi Arabia,Low Credibility,Newspaper,High Traffic,68
ArcaMax,Right-Center,Mostly Factual,United States,High Credibility,Website Only,High Traffic,51
Arc Digital,Least Biased,High,United States,High Credibility,Website Only,Minimal Traffic,44
Archaeology World,Questionable Sources,Mixed,Unknown or Invalid Region,Low Credibility,Website Only,Minimal Traffic,30
Archaeology Magazine,Pro-Science,High,United States,High Credibility,Magazine,Medium Traffic,60
Ardrossan and Saltcoats Herald,Least Biased,High,United Kingdom,High Credibility,Newspaper,Minimal Traffic,
Areo Magazine,Left-Center,High,United Kingdom,High Credibility,Magazine,Medium Traffic,0
The Argonaut,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Argus Leader,Right-Center,High,United States,High Credibility,Newspaper,Medium Traffic,0
Arirang,Least Biased,High,South Korea,High Credibility,TV Station,High Traffic,
Arizona Daily Independent,Right,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,51
Arizona Independent,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Arkansas Advocate,Left,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,
Arkansas Democrat-Gazette,Right-Center,High,United States,High Credibility,Newspaper,Medium Traffic,79
KTAL - Shreveport News,Least Biased,High,United States,High Credibility,TV Station,Minimal Traffic,
Arkansas Times,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,68
Arms Control Association,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,75
Armstrong Economics,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,78
Army Times,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,0
Aroostook News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Ars Technica,Least Biased,High,United States,High Credibility,Website Only,High Traffic,94
ARTE,Left-Center,Mostly Factual,France,High Credibility,TV Station,High Traffic,76
Asia-Pacific Research,Conspiracy-Pseudoscience,Mixed,Canada,Low Credibility,Organization/Foundation,Minimal Traffic,35
Nikkei Asian Review,Right-Center,High,Japan,High Credibility,Magazine,High Traffic,0
AsiaNews.it,Right,Mixed,Italy,Medium Credibility,News Agency,Medium Traffic,5
Asia Sentinel,Left-Center,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,0
Asia Times,Least Biased,High,Hong Kong SAR China,High Credibility,Newspaper,Medium Traffic,84
AskingAngels,Conspiracy-Pseudoscience,Very Low,Australia,Low Credibility,Website Only,Minimal Traffic,
Aspenia Online,Left-Center,High,Italy,High Credibility,Organization/Foundation,Minimal Traffic,
Aspen Institute,Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,
Aspen Times,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,
Snowmass Sun,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Assassination Science,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Minimal Traffic,38
Astronomy Magazine,Pro-Science,Very High,United States,High Credibility,Magazine,Medium Traffic,84
